term;uuid;concept;type;term_uuid;term_misspelled;version
tillmötesgående;a18a780b-cf23-51ea-82de-b0fcf369d4d1;Tillmötesgående;FORMAGA;da100e84-910e-5969-bc32-ccc5d8a7734d;False;NARVALONTOLOGI-2.0.0.157
tillväxtorienterad;f3b12fe6-90bb-5fe2-8122-265ff24a83ad;Tillväxtorienterad;FORMAGA;e41636a4-003a-5210-b5cd-0468895101ec;False;NARVALONTOLOGI-2.0.0.157
tillåtande;9630bc2b-db68-5b1a-b08d-217bebe72d06;Tillåtande;FORMAGA;3a6e3fd7-2047-5036-94a3-e0ec2b76b0b0;False;NARVALONTOLOGI-2.0.0.157
tjänstvillig;3cf58bf0-6d5a-51fb-8196-c087f4065990;Tjänstvillig;FORMAGA;6ad4a9d6-1ba1-5256-9b02-79f100b0ba44;False;NARVALONTOLOGI-2.0.0.157
tolerant;8ef549ad-9719-52e4-a365-c6c8aed18e1a;Tolerant;FORMAGA;fbee78bb-14c3-5799-a699-cf1a173f5f0f;False;NARVALONTOLOGI-2.0.0.157
transparent;542570a3-5670-5a53-8dda-d803b02e443a;Transparent;FORMAGA;df98e121-309c-563e-90d1-3183003959f7;False;NARVALONTOLOGI-2.0.0.157
trevlig;d5f0a4b9-c20e-502b-b936-9333895ecee2;Trevlig;FORMAGA;1d01abc7-ba02-5fa6-bc89-5d5b354b831e;False;NARVALONTOLOGI-2.0.0.157
trivsam;ae5bb6c3-9517-597c-80fb-3f229e592cfd;Trivsam;FORMAGA;dbd23813-aa07-5fc4-bf58-eb8965f7c084;False;NARVALONTOLOGI-2.0.0.157
trovärdig;08b25cd5-3eef-5e6c-991d-eeed3d44f0ef;Trovärdig;FORMAGA;7cafe59c-6e07-58c7-9e73-17374cac1a50;False;NARVALONTOLOGI-2.0.0.157
tydlig;ec8cbefb-4d91-52a2-81bb-7c5bffe47a34;Tydlig;FORMAGA;2baf5880-83fc-51eb-bbd9-6412cfd5dea5;False;NARVALONTOLOGI-2.0.0.157
tänkande;ec72f6fc-9475-5ae6-bd13-872b76a98927;Tänkande;FORMAGA;6a4f0599-217a-552b-9174-3a2df3d3ac95;False;NARVALONTOLOGI-2.0.0.157
tävlingsinriktad;7ccfd699-9f23-5cee-acc0-b5d80df2ebec;Tävlingsinriktad;FORMAGA;86ab5d4a-7226-5c76-970c-93da154909b8;False;NARVALONTOLOGI-2.0.0.157
tävlingsorienterad;7ccfd699-9f23-5cee-acc0-b5d80df2ebec;Tävlingsinriktad;FORMAGA;2a5f0803-8034-5de0-a5d4-30c182bd6100;False;NARVALONTOLOGI-2.0.0.157
tävlingsinstinkt;1799e1a0-39a2-58c0-a2ab-7cd7e9ac708b;Tävlingsinstinkt;FORMAGA;893f6f5e-b003-54e2-a19b-05cf8f0ba93c;False;NARVALONTOLOGI-2.0.0.157
tävlingsmänniska;78f8b540-61f9-5c3d-80f8-82ba1247c2d7;Tävlingsmänniska;FORMAGA;651effd3-7c65-595a-a128-a860e3e43c8d;False;NARVALONTOLOGI-2.0.0.157
tålig;802c7c97-de5d-5bc8-9b54-0f6b8feeaccc;Tålig;FORMAGA;7fc0fea0-f466-523b-8f43-89e27068bdec;False;NARVALONTOLOGI-2.0.0.157
tålmodig;8f94e412-755a-5f3a-b87b-1b298dce7ef8;Tålmodig;FORMAGA;b6672101-c45c-5baa-8d87-cd7b1b4190c3;False;NARVALONTOLOGI-2.0.0.157
uppdragsfokuserad;30c7ef40-5152-526f-98c0-b0918be8f6aa;Uppdragsfokuserad;FORMAGA;5e257fe4-5184-52c0-9d8d-a51ecf9f9009;False;NARVALONTOLOGI-2.0.0.157
uppfattningsförmåga;d37b37be-568d-5be0-9a64-4d3c4e18e01d;Uppfattningsförmåga;FORMAGA;320e81c3-97d0-53d7-acee-289d0270d693;False;NARVALONTOLOGI-2.0.0.157
uppfinnig;d2ce1e1f-9891-55f5-9557-6b08b9c48367;Uppfinningsrik;FORMAGA;c85ae4fa-df57-5131-b254-3ba8f0601c76;False;NARVALONTOLOGI-2.0.0.157
uppfinningsrik;d2ce1e1f-9891-55f5-9557-6b08b9c48367;Uppfinningsrik;FORMAGA;eccbc954-2250-5689-8a79-40cccca99c49;False;NARVALONTOLOGI-2.0.0.157
uppfinningsrikedom;d2ce1e1f-9891-55f5-9557-6b08b9c48367;Uppfinningsrik;FORMAGA;71fdf162-fbcc-57f5-bcbb-2722c6a19a31;False;NARVALONTOLOGI-2.0.0.157
uppgiftsfokuserad;31f7578d-da9a-5311-9861-dbe840b5b27d;Uppgiftsorienterad;FORMAGA;dd6f939f-ef9f-5af0-a022-285c21196f4f;False;NARVALONTOLOGI-2.0.0.157
uppgiftsorienterad;31f7578d-da9a-5311-9861-dbe840b5b27d;Uppgiftsorienterad;FORMAGA;16810c6d-e948-5ba6-954d-ba727e1590cd;False;NARVALONTOLOGI-2.0.0.157
uppgiftssökande;7e3fb027-821a-5856-94be-4e84e9ebcc05;Uppgiftssökande;FORMAGA;d5dfbcda-b684-5645-8942-98b2167b5707;False;NARVALONTOLOGI-2.0.0.157
uppmuntrande;be836c11-a9c4-5cc1-905d-c30ee10ead1b;Uppmuntrande;FORMAGA;23fbce07-1228-5749-8212-decf95ddbc5b;False;NARVALONTOLOGI-2.0.0.157
uppmärksam;e70d1b37-623b-548b-8275-092750a0253a;Uppmärksam;FORMAGA;ed0be0eb-60d1-51a7-a90b-0298ac903322;False;NARVALONTOLOGI-2.0.0.157
uppriktig;f7a1105d-a969-5e39-9611-ee61f3fa474f;Uppriktig;FORMAGA;12e2b271-6e1c-5b5e-813e-74affabc995b;False;NARVALONTOLOGI-2.0.0.157
uthållig;f70d11ce-46fb-52d9-90d6-8c7567d4c783;Uthållig;FORMAGA;46f63468-a2c5-5d26-a0de-b7febfa0e979;False;NARVALONTOLOGI-2.0.0.157
utpräglad ordningsmänniska;a5084441-7fc7-5916-a0fa-df856d86eeab;Utpräglad ordningsmänniska;FORMAGA;61c88f8d-17a8-549c-813f-c3ba552723ad;False;NARVALONTOLOGI-2.0.0.157
utpräglad servicemänniska;2f31f74a-6a5b-55f5-ad44-83b0a6e0d3a2;Utpräglad servicemänniska;FORMAGA;a739ebe9-1073-54fc-9eee-677239d8eb3a;False;NARVALONTOLOGI-2.0.0.157
utpräglad serviceperson;5251af6b-6ff0-5bdf-a5b9-c51acb9f9f63;Utpräglad serviceperson;FORMAGA;da4ae92f-685c-5f9b-8cbc-8b67e5e4c68c;False;NARVALONTOLOGI-2.0.0.157
utpräglad servicepersonlighet;98f94a24-6fa8-586b-b09f-cc6bc9a745f9;Utpräglad servicepersonlighet;FORMAGA;cf1c969e-d6c5-5c49-96d9-1e279290d289;False;NARVALONTOLOGI-2.0.0.157
utpräglat affärssinne;0bc2ffb1-8b2f-5c5d-905b-655323996e55;Utpräglat affärssinne;FORMAGA;d027f5e0-8065-5691-af70-454efa533f89;False;NARVALONTOLOGI-2.0.0.157
utpräglat servicetänkande;4f512fec-748a-58e7-8e0d-3b16b47ba3ad;Utpräglat servicetänkande;FORMAGA;7c42ca3f-f9b2-5d98-be89-f54924795906;False;NARVALONTOLOGI-2.0.0.157
utredningsförmåga;f4bd3ad0-e25a-5309-8017-03585b2e3216;Utredningsförmåga;FORMAGA;aa3b3fff-814f-5dcc-9c99-c97628ca499d;False;NARVALONTOLOGI-2.0.0.157
uttrycksförmåga;3c4453cb-eb60-513f-bb0d-619134b7cb1d;Uttrycksförmåga;FORMAGA;234eb98e-897e-55c7-8699-94bb3319e6b3;False;NARVALONTOLOGI-2.0.0.157
utvecklingsbefrämjande;86520013-76fc-549b-b0ec-78c1993f37ed;Utvecklingsbefrämjande;FORMAGA;c8efd434-a253-5f21-adb5-97ce05fc2165;False;NARVALONTOLOGI-2.0.0.157
utvecklingsbenägen;d97dc96a-bfce-5e4e-8817-2636a4815552;Utvecklingsbenägen;FORMAGA;b865b251-2174-57d0-9621-c6f882a73158;False;NARVALONTOLOGI-2.0.0.157
utvecklingsdriven;5d504566-6a15-5f4f-b109-7a1536c2777e;Utvecklingsinriktad;FORMAGA;659845f4-7930-5a89-b446-3737ca2d7b62;False;NARVALONTOLOGI-2.0.0.157
utvecklingsfokuserad;5d504566-6a15-5f4f-b109-7a1536c2777e;Utvecklingsinriktad;FORMAGA;3824e277-fdab-56bb-b53d-bda1e0ce9054;False;NARVALONTOLOGI-2.0.0.157
utvecklingsinriktad;5d504566-6a15-5f4f-b109-7a1536c2777e;Utvecklingsinriktad;FORMAGA;98a6c688-322f-58bc-9df4-b5058e7236b0;False;NARVALONTOLOGI-2.0.0.157
utvecklingsintresserad;5d504566-6a15-5f4f-b109-7a1536c2777e;Utvecklingsinriktad;FORMAGA;09e91496-7591-5de0-b8bc-9b82fda66b3a;False;NARVALONTOLOGI-2.0.0.157
utvecklingsorienterad;5d504566-6a15-5f4f-b109-7a1536c2777e;Utvecklingsinriktad;FORMAGA;0267250e-1e46-5acf-b5e5-4a3b802675f5;False;NARVALONTOLOGI-2.0.0.157
utvecklingsfrämjande;42f36192-58e6-5542-b020-813ceb5d4135;Utvecklingsfrämjande;FORMAGA;f3d3568d-8a2d-5bac-bdbc-28f03d0d0584;False;NARVALONTOLOGI-2.0.0.157
utvecklingssugen;46258a46-c7ba-53c3-9487-bbf987430d91;Utvecklingssugen;FORMAGA;e6f2248d-7234-59d8-9bf4-14e2172f5ddb;False;NARVALONTOLOGI-2.0.0.157
utvecklingsvilja;f5fab9da-4fec-5826-92f4-985cafecdda4;Utvecklingsvilja;FORMAGA;a2688350-35a4-50a0-9566-45c8cf1d16bb;False;NARVALONTOLOGI-2.0.0.157
utvecklingsvillig;10ab6d32-a5ca-5d7f-a71c-546116872c5f;Utvecklingsvillig;FORMAGA;c815dd5a-0ebf-5eef-8997-cccecc6e9f96;False;NARVALONTOLOGI-2.0.0.157
utåtriktad;24ff0320-ac75-59a3-b167-2a4a7c9fefaf;Utåtriktad;FORMAGA;0d827b95-bc58-5b02-91de-bc4a54061747;False;NARVALONTOLOGI-2.0.0.157
utåtvänd;41fa8d8e-669e-57af-addb-7101eeeb5724;Utåtvänd;FORMAGA;e88ad226-6d4f-53c1-ba52-facf4ba4614b;False;NARVALONTOLOGI-2.0.0.157
vaksam;13bbba27-caae-52cc-85f4-7dd3e29bb34e;Vaksam;FORMAGA;a0d41d18-7855-5de6-beaf-0096552b0caf;False;NARVALONTOLOGI-2.0.0.157
varm;54ba21a6-99ba-5f8a-ae99-1867d334f66d;Varm;FORMAGA;36c91bfa-d4f1-5db0-9184-37f55bda4ea9;False;NARVALONTOLOGI-2.0.0.157
varmhjärtad;288faa5e-f633-5022-b2b3-76449ca89658;Varmhjärtad;FORMAGA;c930d25d-9520-52be-8598-4a1130dd3c5f;False;NARVALONTOLOGI-2.0.0.157
vass;7caeff25-4157-5463-a1e2-7e2023822b2e;Vass;FORMAGA;ac8073fa-5864-5fb4-8815-eedab486f326;False;NARVALONTOLOGI-2.0.0.157
verbal;11c52527-d99a-5e06-a607-8b817f12520e;Verbal;FORMAGA;114aa14a-3187-5359-b9c3-49ba1a5ddc8e;False;NARVALONTOLOGI-2.0.0.157
verbalförmåga;11c52527-d99a-5e06-a607-8b817f12520e;Verbal;FORMAGA;ec74c447-6489-568d-a587-16e5ab1f8e60;False;NARVALONTOLOGI-2.0.0.157
verksamhetsdriv;7f4faea9-c67a-529b-8ee1-41f474c6ce63;Verksamhetsdriv;FORMAGA;f52d249a-411f-5988-8b02-c093c42a75f6;False;NARVALONTOLOGI-2.0.0.157
verksamhetsfokuserad;cb17ac93-a357-56d5-a9fb-f7638ee53e8b;Verksamhetsförståelse;FORMAGA;2dac9164-7a46-5582-b04f-5648eeaadece;False;NARVALONTOLOGI-2.0.0.157
verksamhetsförståelse;cb17ac93-a357-56d5-a9fb-f7638ee53e8b;Verksamhetsförståelse;FORMAGA;74b65bbd-8f8e-5f8d-b7d5-171833a79cee;False;NARVALONTOLOGI-2.0.0.157
verksamhetsinriktad;cb17ac93-a357-56d5-a9fb-f7638ee53e8b;Verksamhetsförståelse;FORMAGA;a207b90e-d525-5e46-a6d9-89688178e440;False;NARVALONTOLOGI-2.0.0.157
verksamhetsorienterad;cb17ac93-a357-56d5-a9fb-f7638ee53e8b;Verksamhetsförståelse;FORMAGA;c8bceac7-7897-5a18-ab37-9f1d36a1e636;False;NARVALONTOLOGI-2.0.0.157
vetgirig;040be344-f351-548d-945e-f2bfcd328d5c;Vetgirig;FORMAGA;af6a0d39-6abb-52cc-9cd1-f409a88ac33f;False;NARVALONTOLOGI-2.0.0.157
vidsynt;a0899a72-e859-5020-8697-cc811300c4c0;Vidsynt;FORMAGA;f74c428a-0274-5b38-b26b-d2894414e9ac;False;NARVALONTOLOGI-2.0.0.157
viljestark;ec13a7ed-9045-5a2a-a223-73890eafc047;Viljestark;FORMAGA;9b34103a-edfb-591d-8006-68fba6722b65;False;NARVALONTOLOGI-2.0.0.157
vinnarinstinkt;ffd1c8ab-f073-52e1-b87a-a28a421deb4c;Vinnarinstinkt;FORMAGA;5c54d4c2-db56-515e-8394-24873c733c05;False;NARVALONTOLOGI-2.0.0.157
vinnarmentalitet;ffd1c8ab-f073-52e1-b87a-a28a421deb4c;Vinnarinstinkt;FORMAGA;42bc007e-c3a8-52b5-b99f-14c86a8f6645;False;NARVALONTOLOGI-2.0.0.157
vinstfokuserad;ffd1c8ab-f073-52e1-b87a-a28a421deb4c;Vinnarinstinkt;FORMAGA;acfd477e-af4d-5b05-ab5d-40e04c389507;False;NARVALONTOLOGI-2.0.0.157
vinnartyp;a45cae84-3fa5-5951-b4cb-8cbe419b7d63;Vinnartyp;FORMAGA;6925c529-8707-51c2-bd0a-2c4563ae593e;False;NARVALONTOLOGI-2.0.0.157
visionär;f7a30628-d346-52d5-b75f-7bd526c79c1e;Visionär;FORMAGA;ce1779c2-6c86-5758-b8ad-c9aac591cecb;False;NARVALONTOLOGI-2.0.0.157
välbalanserad;db928711-1e55-5702-9ad7-b8fcda37a53e;Välbalanserad;FORMAGA;279c2a0a-1665-51e4-a3f9-e2b2332228af;False;NARVALONTOLOGI-2.0.0.157
välkommande;4d10abe4-16d5-56c9-99de-dd3c8f65c367;Välkommande;FORMAGA;015388aa-d1b2-5880-bbac-8aa6545a5148;False;NARVALONTOLOGI-2.0.0.157
välorganiserad;929e3646-ccdf-52bd-a958-73530abac23f;Välorganiserad;FORMAGA;e9108f25-2c4f-5127-a89c-65152ac69859;False;NARVALONTOLOGI-2.0.0.157
välstrukturerad;39abb1d1-10e0-5f8e-8205-07383989f558;Välstrukturerad;FORMAGA;38083a7b-847f-5899-8598-b7851360bcb8;False;NARVALONTOLOGI-2.0.0.157
vältalig;a467ac5e-0f37-589a-b507-bc1b7bd9edcf;Vältalig;FORMAGA;3ba5cca3-ad74-5f5e-bbf5-aab6f083294d;False;NARVALONTOLOGI-2.0.0.157
välvillig;3d1b289a-25ab-525a-9860-9f56c470dfa6;Välvillig;FORMAGA;693b64bc-839f-53ee-a2ce-06444c82ec39;False;NARVALONTOLOGI-2.0.0.157
vänlig;b4042ed7-278f-5401-b9eb-d40705125859;Vänlig;FORMAGA;0463fd43-359c-50e9-ba48-1f576cd12d7a;False;NARVALONTOLOGI-2.0.0.157
vänskaplig;98c863ae-717a-59a4-8ca3-c85d7d432656;Vänskaplig;FORMAGA;f3ad5dfc-a2a0-5e24-83d8-5033e9f837aa;False;NARVALONTOLOGI-2.0.0.157
värderar kundtillfredsställelse;9dd03118-c507-5bab-97a6-b1fc03578651;Värderar kundtillfredsställelse;FORMAGA;02954967-89e6-5f1d-8f2c-7d693e7e414f;False;NARVALONTOLOGI-2.0.0.157
vässad;531cfc97-7c47-5a72-b93d-a430275b56a5;Vässad;FORMAGA;86e4e005-65a4-583d-9ff6-3e7147e881b8;False;NARVALONTOLOGI-2.0.0.157
våghalsig;8f33266b-13c1-565d-8aaf-9b64d7002426;Våghalsig;FORMAGA;45669439-2c8c-5d87-a592-afd368d21abe;False;NARVALONTOLOGI-2.0.0.157
ärlig;97cd7c98-637c-5a97-8466-e86567a27f88;Ärlighet;FORMAGA;4864c0d4-f819-5f2a-afa2-cbed4102f77d;False;NARVALONTOLOGI-2.0.0.157
ärlighet;97cd7c98-637c-5a97-8466-e86567a27f88;Ärlighet;FORMAGA;de0fe427-bb3f-5297-b9b4-0249218c90e8;False;NARVALONTOLOGI-2.0.0.157
äventyrlig;437fe755-69c4-5fa4-9c0f-8926693b5e38;Äventyrlig;FORMAGA;eb9dd4a1-b52c-50f4-9dda-5b6d75ec323c;False;NARVALONTOLOGI-2.0.0.157
äventyrslysten;e4d6e694-227c-5128-b653-c49c2f31077e;Äventyrslysten;FORMAGA;eff18e56-c336-5038-9b4d-843ad18241af;False;NARVALONTOLOGI-2.0.0.157
åtgärdsorienterad;77f2c939-e02e-5654-8127-0df40131d52e;Åtgärdsorienterad;FORMAGA;f3328de1-4543-586c-872b-b646d1c1a238;False;NARVALONTOLOGI-2.0.0.157
ödmjuk;c0873d22-f086-5119-84b7-7f73a8f44543;Ödmjukhet;FORMAGA;04d3f634-e7fe-57d5-bccc-5806dd1eb4ad;False;NARVALONTOLOGI-2.0.0.157
ödmjukhet;c0873d22-f086-5119-84b7-7f73a8f44543;Ödmjukhet;FORMAGA;2bf20a7f-2566-562c-a58d-d835ee9fe9fb;False;NARVALONTOLOGI-2.0.0.157
öppenhjärtig;21da9d38-55af-5a6c-bfd5-e7f00b9ddf1d;Öppenhjärtig;FORMAGA;67c125c5-7e01-5112-b99c-908067ca5f87;False;NARVALONTOLOGI-2.0.0.157
öppensinnad;a4e6b551-5ff5-5432-a934-21e914d91923;Öppensinnad;FORMAGA;d24deba1-f926-55bf-9a66-7dd1793ed768;False;NARVALONTOLOGI-2.0.0.157
öppensinnig;a4e6b551-5ff5-5432-a934-21e914d91923;Öppensinnad;FORMAGA;03f09c57-2319-509c-a079-c3af5ac67d0a;False;NARVALONTOLOGI-2.0.0.157
överblicksförmåga;f191d211-1691-561a-838b-374cac35df96;Överblicksförmåga;FORMAGA;7df2d17d-0adb-514a-b973-e3070d94a039;False;NARVALONTOLOGI-2.0.0.157
översiktsförmåga;f191d211-1691-561a-838b-374cac35df96;Överblicksförmåga;FORMAGA;9bc98a45-3b09-5724-9c90-abd98f7f82a2;False;NARVALONTOLOGI-2.0.0.157
översocial;bef47b59-218a-5299-8feb-0c2b451f3e9e;Översocial;FORMAGA;37756acd-b268-557d-a469-832aeb62d44d;False;NARVALONTOLOGI-2.0.0.157
admnistrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;5379e895-47db-5c84-84b5-b134519fdfb8;True;NARVALONTOLOGI-2.0.0.157
admininstrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;0c5d01a7-ddd7-5f84-af6f-fc838188b3a1;True;NARVALONTOLOGI-2.0.0.157
aministrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;87b96cdb-54f4-5f7a-b74a-6b4ae0627e6c;True;NARVALONTOLOGI-2.0.0.157
admistrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;d7dd980b-fba6-5b7a-a240-5bba8a2f5493;True;NARVALONTOLOGI-2.0.0.157
administartiv;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;05e9674b-a69d-5986-abdd-2902b7da6086;True;NARVALONTOLOGI-2.0.0.157
administariv;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;200b6c34-3cf2-50a2-9640-351f94c3a58f;True;NARVALONTOLOGI-2.0.0.157
administativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;adbe549b-4433-5987-8911-cae7717f29d8;True;NARVALONTOLOGI-2.0.0.157
administraiv;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;f54f1741-3cc5-5e39-8d98-77d838e14709;True;NARVALONTOLOGI-2.0.0.157
adiministrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;ae5b064d-34d1-5fc3-ace2-ff5c2709ccda;True;NARVALONTOLOGI-2.0.0.157
admninistrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;1a9e2a90-7fcf-5906-96f8-1be254b8de55;True;NARVALONTOLOGI-2.0.0.157
admninstrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;ff3a496a-be61-5413-9f1a-77802325e7ff;True;NARVALONTOLOGI-2.0.0.157
administratv;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;995ba108-aeaf-53f7-a5a2-d1143c76ff01;True;NARVALONTOLOGI-2.0.0.157
adminstrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;95b0e678-b98d-5751-b454-216013da6b65;True;NARVALONTOLOGI-2.0.0.157
administarativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;959cf22d-b1b3-53da-9db0-090daa20a8a6;True;NARVALONTOLOGI-2.0.0.157
administrtiv;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;4ab00e73-e16a-5948-9f91-60b9ee8531e9;True;NARVALONTOLOGI-2.0.0.157
adminsitrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;8baac4ba-2fca-5b27-be6b-94e857c47d47;True;NARVALONTOLOGI-2.0.0.157
adminitsrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;1c6b64f1-f60d-501e-8296-6cd140291fd2;True;NARVALONTOLOGI-2.0.0.157
adminitrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;23a02d0c-ca9f-5059-9459-3e5622712db9;True;NARVALONTOLOGI-2.0.0.157
adminsistrativ;100f4f53-f0c8-5080-a96e-c0ea97941424;Administrativ;FORMAGA;7a6a7261-badc-58e3-98f6-e8adffafecbd;True;NARVALONTOLOGI-2.0.0.157
affärdriven;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;d7c2b5cc-fc1f-5e6b-bcb5-f54c63a3a35a;True;NARVALONTOLOGI-2.0.0.157
affärsinrikad;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;66d8e6ac-6617-5191-bf28-1d93a4c11bb3;True;NARVALONTOLOGI-2.0.0.157
affärinriktad;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;22a62f45-5056-5f82-8d4d-ab722d1a393b;True;NARVALONTOLOGI-2.0.0.157
affärmannamässig;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;2dd90499-ff8f-57b5-9511-bd6b23eca92d;True;NARVALONTOLOGI-2.0.0.157
affärmässig;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;93da8a1d-77b6-5325-b42c-5cef07e52def;True;NARVALONTOLOGI-2.0.0.157
affärsinne;2c7619f9-de2b-5c57-8613-3301de33484e;Affärsmässig;FORMAGA;b62bce0c-ec0f-5e48-ad93-1575269a104b;True;NARVALONTOLOGI-2.0.0.157
ambiton;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;5538b23b-77e7-5228-8506-03cb5431f477;True;NARVALONTOLOGI-2.0.0.157
amition;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;4702d9db-661d-5180-bbb1-aa5db5663091;True;NARVALONTOLOGI-2.0.0.157
ambitis;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;3c989780-cebc-58fe-8fef-13106a24d256;True;NARVALONTOLOGI-2.0.0.157
amitiös;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;465d08c7-a6e2-5d0f-b284-66a38806a020;True;NARVALONTOLOGI-2.0.0.157
ambitös;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;c6a439ad-d8a3-5865-8107-27255d2edc25;True;NARVALONTOLOGI-2.0.0.157
abitiös;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;fdf75c72-242a-51c3-8f24-e6ac6433617a;True;NARVALONTOLOGI-2.0.0.157
ambisiøs;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;744f2fa7-91f7-58c3-8233-97be10a370b5;True;NARVALONTOLOGI-2.0.0.157
ambisiös;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;c3574742-e629-5878-93c1-48d2e240cafa;True;NARVALONTOLOGI-2.0.0.157
ambitios;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;8309fe0c-b768-5e5b-bb5b-50b2916a1bbc;True;NARVALONTOLOGI-2.0.0.157
ambisis;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;a48825f6-6cdb-56da-82c9-e80d5e0a5ffe;True;NARVALONTOLOGI-2.0.0.157
ambitiøs;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;752db49b-1da4-59ea-b6bd-b61162c3283f;True;NARVALONTOLOGI-2.0.0.157
ambiös;db7fb10e-02cf-50e8-8bfc-26eb04c15cf0;Ambition;FORMAGA;b0c6e6d4-d000-5767-a6f6-2dde33c5ed00;True;NARVALONTOLOGI-2.0.0.157
anlytisk;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;3e2e111e-b680-5660-8b02-99b2bc785135;True;NARVALONTOLOGI-2.0.0.157
analystisk;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;a6c5715d-5d3d-54c7-a8ed-01c07fe151b6;True;NARVALONTOLOGI-2.0.0.157
analystik;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;7aab66f9-f62b-56e5-848e-b83161b0a5e4;True;NARVALONTOLOGI-2.0.0.157
analytsik;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;f5c8bff8-4fde-5909-acfb-559fa9ffdec3;True;NARVALONTOLOGI-2.0.0.157
ananlytisk;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;c86b5b0f-1f9b-5786-919a-396235736179;True;NARVALONTOLOGI-2.0.0.157
analytsisk;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;13a3d3ad-3c41-5510-b283-1bd496b2d591;True;NARVALONTOLOGI-2.0.0.157
analysisk;2c60958e-56be-5fbd-9a1a-25d880ed6490;Analytisk;FORMAGA;400aa7dd-1e3b-5c27-b0a3-cbcc88623298;True;NARVALONTOLOGI-2.0.0.157
anspassningsbar;93d96f9f-53d6-5c25-850f-ddfcc97bd3d3;Anpassningsbar;FORMAGA;31049446-69c7-59c7-b353-f153f100e696;True;NARVALONTOLOGI-2.0.0.157
anspassningsförmåga;93d96f9f-53d6-5c25-850f-ddfcc97bd3d3;Anpassningsbar;FORMAGA;67ebe891-c73b-5b0c-9d86-c038f742d965;True;NARVALONTOLOGI-2.0.0.157
ansvarfull;4017bbad-8daf-5a0c-855c-9395c12c21b9;Ansvarstagande;FORMAGA;6d7380bd-5419-5735-b0f0-19f80eb7d766;True;NARVALONTOLOGI-2.0.0.157
ansvasfull;4017bbad-8daf-5a0c-855c-9395c12c21b9;Ansvarstagande;FORMAGA;e3964a65-cb89-5982-b269-77738f69db47;True;NARVALONTOLOGI-2.0.0.157
