term;uuid;concept;type;term_uuid;term_misspelled;version
kämparanda;b983ceb4-29aa-5f33-9aa8-e54c96a626f6;Kämparglöd;FORMAGA;2190c95d-8eba-5388-a42d-c43fa94d033d;False;NARVALONTOLOGI-2.0.0.157
kämparglöd;b983ceb4-29aa-5f33-9aa8-e54c96a626f6;Kämparglöd;FORMAGA;823e7159-9e19-5258-a449-1e931d3cc95d;False;NARVALONTOLOGI-2.0.0.157
känslomässigt stabil;f63f0212-b021-56ba-a8b0-4d4edb66af7d;Känslomässigt stabil;FORMAGA;775f826d-ae2a-54bb-b8a5-8ab132b495f6;False;NARVALONTOLOGI-2.0.0.157
kärleksfull;e9f06030-ac34-5e8e-9fd2-7163177b13a9;Kärleksfull;FORMAGA;a5559d4c-2116-5a9f-9a12-30a952bcb429;False;NARVALONTOLOGI-2.0.0.157
lagarbetare;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;4f260d2b-5446-57e4-b09d-837d63860259;False;NARVALONTOLOGI-2.0.0.157
lagmänniska;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;0762f98e-68f2-5b93-bea3-70559a98dafe;False;NARVALONTOLOGI-2.0.0.157
lagspelande;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;fd8c91b9-ea7c-587b-9542-d12c1ecff894;False;NARVALONTOLOGI-2.0.0.157
lagspelare;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;908684ca-63ce-5e1a-8863-775fb12fca12;False;NARVALONTOLOGI-2.0.0.157
teamarbetare;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;c2043af2-cd1b-5c54-81b2-9cf4b7dd5a63;False;NARVALONTOLOGI-2.0.0.157
teammänniska;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;e92f931d-44e5-5761-9b4e-122247fa0f7c;False;NARVALONTOLOGI-2.0.0.157
teamperson;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;d1cc5a46-9962-599e-b773-613ac8eb2c90;False;NARVALONTOLOGI-2.0.0.157
teamplayer;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;78489978-08c9-51f7-8a93-9d0cbb9fe95b;False;NARVALONTOLOGI-2.0.0.157
teamspelare;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;633264f6-d300-518e-a757-e8cd9e8274db;False;NARVALONTOLOGI-2.0.0.157
teamworker;ef659bc9-bf22-5ad7-926c-91232f80cdcc;Lagspelare;FORMAGA;baa71e71-3176-5860-a839-1645de70921c;False;NARVALONTOLOGI-2.0.0.157
lagbyggare;d7796b1c-7294-5a21-a4b7-bf7b94f9dac0;Lagbyggare;FORMAGA;606d2644-f45c-5e95-a72a-e4430f5d2f95;False;NARVALONTOLOGI-2.0.0.157
lagkänsla;b1a4197e-386a-5747-9363-25cff738c3c5;Lagkänsla;FORMAGA;5b005538-67ab-5a75-bb81-4f93a4e5957a;False;NARVALONTOLOGI-2.0.0.157
ledarförmåga;630d11b9-073b-5c2e-86a6-e28b0edf1f65;Ledarskapsförmåga;FORMAGA;4fe8b2e5-5c7c-5c62-ad7b-0cea5b0dc20a;False;NARVALONTOLOGI-2.0.0.157
ledarkompetens;630d11b9-073b-5c2e-86a6-e28b0edf1f65;Ledarskapsförmåga;FORMAGA;9ded8afc-560c-5d71-8aa5-955f7ebd413d;False;NARVALONTOLOGI-2.0.0.157
ledarskapsförmåga;630d11b9-073b-5c2e-86a6-e28b0edf1f65;Ledarskapsförmåga;FORMAGA;9792c80c-0b72-5a54-a409-79573db333c1;False;NARVALONTOLOGI-2.0.0.157
ledargestalt;65468067-176e-56c0-903d-7f16cb10a750;Ledargestalt;FORMAGA;a6c68fdc-b269-5982-97b1-dc1c3720bee6;False;NARVALONTOLOGI-2.0.0.157
ledarpersonlighet;1d4e7013-f1b6-5cf6-81d5-35995881a9d6;Ledarpersonlighet;FORMAGA;76aa7695-c946-55b4-bd85-eca19e7f793f;False;NARVALONTOLOGI-2.0.0.157
lekfull;d7fc2b3e-af04-5cd4-bc1d-c0c774b7b8da;Lekfull;FORMAGA;5d8ddbe8-06e9-590f-94a1-dd5c0279b53c;False;NARVALONTOLOGI-2.0.0.157
leveransfokuserad;1aff5d19-27d9-515c-8e23-43945772a03d;Leveransfokuserad;FORMAGA;acbfae17-124a-5218-abcb-78fb3243c760;False;NARVALONTOLOGI-2.0.0.157
leveransinriktad;1aff5d19-27d9-515c-8e23-43945772a03d;Leveransfokuserad;FORMAGA;98201940-adb4-5b86-aa1d-952ff005de6d;False;NARVALONTOLOGI-2.0.0.157
leveransorienterad;1aff5d19-27d9-515c-8e23-43945772a03d;Leveransfokuserad;FORMAGA;c4a1e0d5-bb4d-5b1f-be17-cbeaa451a26d;False;NARVALONTOLOGI-2.0.0.157
leveranssäker;285c4354-f563-5abd-84db-759ff99bf1fa;Leveranssäker;FORMAGA;a090aa58-e2fc-5256-a00e-816c104bbffb;False;NARVALONTOLOGI-2.0.0.157
levnadsglad;22088437-bb96-5ccf-9e04-c830507ca31f;Levnadsglad;FORMAGA;fc95f1bc-7a16-5d5c-844b-3240186487c8;False;NARVALONTOLOGI-2.0.0.157
livsglad;6afa10d1-f8b7-5ee1-833b-f11d3ac49bf3;Livsglad;FORMAGA;2b7a0b31-3189-5212-adab-947b9cf8103b;False;NARVALONTOLOGI-2.0.0.157
logisk;e2b6188f-77a4-594e-b9fe-6d0d7a588a6b;Logiskt;FORMAGA;ae2d6fa2-378a-5452-9466-74c392a784e7;False;NARVALONTOLOGI-2.0.0.157
logiskt;e2b6188f-77a4-594e-b9fe-6d0d7a588a6b;Logiskt;FORMAGA;c7ba3d56-cc92-5086-af77-34e5c1568872;False;NARVALONTOLOGI-2.0.0.157
logiskt tänk;e2b6188f-77a4-594e-b9fe-6d0d7a588a6b;Logiskt;FORMAGA;3a61afa1-6ae3-515f-ae13-a9a03bc6aaf8;False;NARVALONTOLOGI-2.0.0.157
logiskt tänkande;e2b6188f-77a4-594e-b9fe-6d0d7a588a6b;Logiskt;FORMAGA;e2909bbb-9b5a-528c-9464-4e15599c1a89;False;NARVALONTOLOGI-2.0.0.157
lojal;a369ac3f-3504-57a7-be0c-377ae72798db;Lojal;FORMAGA;cedefc9a-600a-54f3-90b6-a7c511cdd3b4;False;NARVALONTOLOGI-2.0.0.157
lokalsinne;1c6dc514-fd7b-5e80-9701-adb5f77f24c4;Lokalsinne;FORMAGA;7026b3b1-f379-5a1e-bd84-2a471a730f35;False;NARVALONTOLOGI-2.0.0.157
lugn;685e4ef8-309f-5d46-a80a-1ba62e1ea2ec;Lugn;FORMAGA;2fbf1162-8dd4-51db-9f84-1999effcf7ce;False;NARVALONTOLOGI-2.0.0.157
lydig;b9d81e49-953c-5d85-b021-ce5cd1c1df0c;Lydig;FORMAGA;9d5d51b2-9fd8-5ecb-af64-3932502bc49c;False;NARVALONTOLOGI-2.0.0.157
lyhörd;8fb7ca51-acb6-513a-833d-f02b8798d52e;Lyhörd;FORMAGA;61f97b36-b02d-51cc-b4fd-c4c85384cf0c;False;NARVALONTOLOGI-2.0.0.157
lyhördhet;8fb7ca51-acb6-513a-833d-f02b8798d52e;Lyhörd;FORMAGA;5c13fc89-c1be-521f-9776-fa7c3fe2d16a;False;NARVALONTOLOGI-2.0.0.157
lyssnande;d70d39c5-dcde-562f-a141-c7977d5df45b;Lyssnare;FORMAGA;b41d529e-2b63-5611-97e4-b08f82d3d8c8;False;NARVALONTOLOGI-2.0.0.157
lyssnare;d70d39c5-dcde-562f-a141-c7977d5df45b;Lyssnare;FORMAGA;9f238ce9-740d-53ff-a92a-2c152581cfe9;False;NARVALONTOLOGI-2.0.0.157
läraktig;a73a053d-f352-5875-ab6e-0fd0bea03f8d;Lättlärd;FORMAGA;ec87ee7b-a630-5cf2-b414-9a8c86012e84;False;NARVALONTOLOGI-2.0.0.157
lättlärd;a73a053d-f352-5875-ab6e-0fd0bea03f8d;Lättlärd;FORMAGA;d6863c24-6138-59da-94e6-dce4c76daa5c;False;NARVALONTOLOGI-2.0.0.157
lärevillig;160a4c98-c710-57d6-bd65-5c7ca48013cf;Lärevillig;FORMAGA;d541cea4-2ad0-5fdd-b8ec-b1505665dffc;False;NARVALONTOLOGI-2.0.0.157
lärvillig;160a4c98-c710-57d6-bd65-5c7ca48013cf;Lärevillig;FORMAGA;8e75c8e2-a949-50f9-8280-de00677b43da;False;NARVALONTOLOGI-2.0.0.157
lättsam;c6b81ee8-b604-56a5-ba3d-094dfffbbe17;Lättsam;FORMAGA;565e688d-2bc9-5330-a5d4-9b6a0785f07f;False;NARVALONTOLOGI-2.0.0.157
lågmäld;9b0f8a6c-bf07-5a19-92c8-4db823d26cc5;Lågmäld;FORMAGA;cae8bf17-08a9-5db8-9fe6-f0dd64385f2a;False;NARVALONTOLOGI-2.0.0.157
lönsamhetsfokuserad;96c9bdbf-990b-5804-becf-2d26f6dcd994;Lönsamhetsorienterad;FORMAGA;ec59473d-1978-56ee-95c9-139bef9723e2;False;NARVALONTOLOGI-2.0.0.157
lönsamhetsorienterad;96c9bdbf-990b-5804-becf-2d26f6dcd994;Lönsamhetsorienterad;FORMAGA;51da320d-0ea2-594a-b98c-c73d0ff0a452;False;NARVALONTOLOGI-2.0.0.157
lösningsbenägen;deef1640-f1ab-5089-b914-a3474e00976e;Lösningsbenägen;FORMAGA;152752a4-64c4-597e-b2d7-0f97c4f64163;False;NARVALONTOLOGI-2.0.0.157
lösningsfokuserad;8bc6356d-24dd-5f75-a163-e3a7b40d083e;Lösningsorienterad;FORMAGA;7b9db664-7897-58c3-84c6-246b522c01de;False;NARVALONTOLOGI-2.0.0.157
lösningsinriktad;8bc6356d-24dd-5f75-a163-e3a7b40d083e;Lösningsorienterad;FORMAGA;44943528-f8ad-5828-bb8c-b69cc913684e;False;NARVALONTOLOGI-2.0.0.157
lösningsorienterad;8bc6356d-24dd-5f75-a163-e3a7b40d083e;Lösningsorienterad;FORMAGA;9d882207-52a2-5dc6-a3b5-2b9824900eb7;False;NARVALONTOLOGI-2.0.0.157
lösningsorientering;8bc6356d-24dd-5f75-a163-e3a7b40d083e;Lösningsorienterad;FORMAGA;79b63cd5-f017-5ed4-979b-3b2ba320576a;False;NARVALONTOLOGI-2.0.0.157
lösningsförmåga;2726fe2b-5aad-5e47-bf7e-287428a427d6;Lösningsförmåga;FORMAGA;33fd8f6f-ab03-5712-8d8f-e33055b8d242;False;NARVALONTOLOGI-2.0.0.157
marknadsdriven;69e223e6-c140-586e-b15a-87d642dcb17f;Marknadsinriktad;FORMAGA;cc94c6d3-d1cb-52c9-9706-1d4edf705e6d;False;NARVALONTOLOGI-2.0.0.157
marknadsfokuserad;69e223e6-c140-586e-b15a-87d642dcb17f;Marknadsinriktad;FORMAGA;1bf54082-2b70-54b9-b8b4-b803af97adfe;False;NARVALONTOLOGI-2.0.0.157
marknadsinriktad;69e223e6-c140-586e-b15a-87d642dcb17f;Marknadsinriktad;FORMAGA;2bc96b54-1cda-57f9-a10e-b734923dec1e;False;NARVALONTOLOGI-2.0.0.157
marknadsintresserad;69e223e6-c140-586e-b15a-87d642dcb17f;Marknadsinriktad;FORMAGA;68ec6526-0a4a-5bd2-85e1-a643c8e6787e;False;NARVALONTOLOGI-2.0.0.157
marknadsmedveten;69e223e6-c140-586e-b15a-87d642dcb17f;Marknadsinriktad;FORMAGA;86c91743-2a40-5d25-bfe8-bdc6cffe7f13;False;NARVALONTOLOGI-2.0.0.157
marknadsföringsinriktad;3e0bccff-59d0-5f8e-b6b2-89f7df9feef3;Marknadsföringsinriktad;FORMAGA;656c28d7-fcb9-55ca-bd01-532cc643a133;False;NARVALONTOLOGI-2.0.0.157
matematiskt lagd;f61edfdc-46c3-5543-beef-4194b6112451;Matematiskt lagd;FORMAGA;de780a49-9e93-58b5-b609-d1fcbcbd6e02;False;NARVALONTOLOGI-2.0.0.157
matematiskt sinnelag;f61edfdc-46c3-5543-beef-4194b6112451;Matematiskt lagd;FORMAGA;f0095e0b-fc0a-5750-8fe1-ddbf1855d772;False;NARVALONTOLOGI-2.0.0.157
medkännande;f3f5731b-5334-539f-a10b-79d5dd533348;Medkännande;FORMAGA;8e3ef348-4a90-5956-83a2-819cf217d384;False;NARVALONTOLOGI-2.0.0.157
medmänsklig;c04b3106-f742-5516-b2d9-4ab0e4d7dc73;Medmänsklig;FORMAGA;0f1433d3-3602-5692-8b41-2c25d6a5d184;False;NARVALONTOLOGI-2.0.0.157
mentalt stabil;6024f3fe-8463-512c-b0d0-44ada6a5e5f0;Mentalt stabil;FORMAGA;eab8255f-8c4b-57cf-9073-95cfc0f2d300;False;NARVALONTOLOGI-2.0.0.157
metodisk;f4905442-57a5-5bf2-b6a1-d7f48591a680;Metodiskt;FORMAGA;f3c7de0f-66a0-5f04-b457-7cb9802575da;False;NARVALONTOLOGI-2.0.0.157
metodiskt;f4905442-57a5-5bf2-b6a1-d7f48591a680;Metodiskt;FORMAGA;cf3567c6-d9b0-56dd-a6a6-325ccae43d06;False;NARVALONTOLOGI-2.0.0.157
modig;630668d3-d64d-58cf-ae17-079e48f8d486;Modig;FORMAGA;3801e034-bf37-55f6-a4e0-01eaea8350a9;False;NARVALONTOLOGI-2.0.0.157
mogen;e6160731-8b76-5819-acd7-e7a7bebff699;Mognad;FORMAGA;5d916238-79f0-5a91-a543-68449527f023;False;NARVALONTOLOGI-2.0.0.157
mognad;e6160731-8b76-5819-acd7-e7a7bebff699;Mognad;FORMAGA;7f9bd77c-fe90-58cd-9b6e-87c68e0c583e;False;NARVALONTOLOGI-2.0.0.157
motiverad;f2abd55d-0ac2-54aa-9ddf-e326416f4f35;Motiverad;FORMAGA;0b0078c5-775c-511b-b760-14ee316e8c8a;False;NARVALONTOLOGI-2.0.0.157
människoinsikt;a8df1ecb-518e-55d9-b62b-f255f653d908;Människokännare;FORMAGA;0f5cf713-eb5d-5ed1-b9d6-864bb0e151bc;False;NARVALONTOLOGI-2.0.0.157
människokännare;a8df1ecb-518e-55d9-b62b-f255f653d908;Människokännare;FORMAGA;98be5c23-0610-55f1-b948-4e14ee086a3f;False;NARVALONTOLOGI-2.0.0.157
människoorienterad;35d34aa0-e8d3-5628-8b3a-aec88922ed86;Människoorienterad;FORMAGA;11a70edf-e29f-5747-8cce-af2e519bfe70;False;NARVALONTOLOGI-2.0.0.157
måldriven;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;aee08220-ccd7-5108-afeb-90a75be97124;False;NARVALONTOLOGI-2.0.0.157
målfokuserad;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;722140c5-6c22-56e8-b550-3d5842bddf97;False;NARVALONTOLOGI-2.0.0.157
målinriktad;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;03656889-6f4a-556e-855a-ee908b6abd0c;False;NARVALONTOLOGI-2.0.0.157
målmedveten;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;9b404930-209a-59aa-94f8-4fd93483f183;False;NARVALONTOLOGI-2.0.0.157
målorienterad;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;5e15298c-a675-5e8f-9e59-3302f658a194;False;NARVALONTOLOGI-2.0.0.157
målorientering;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;9ab264b3-1c2e-5fad-8cd8-ed6e0b9efb58;False;NARVALONTOLOGI-2.0.0.157
målfokusering;b6c0563e-7ca4-51dd-8fd4-80232602b721;Målfokusering;FORMAGA;07ce74b7-1460-577a-982b-ce9ce0119680;False;NARVALONTOLOGI-2.0.0.157
målmedvetenhet;0191fcee-9307-5961-8f42-f992174dd4dd;Målinriktad;FORMAGA;5eca1e97-0420-598e-93ee-3e0acb08017a;False;NARVALONTOLOGI-2.0.0.157
målmotiverad;759773eb-54c6-5c1c-8e79-2df4bcdc60c2;Målmotiverad;FORMAGA;dc4e6b10-4501-539d-b193-79e9aa2942aa;False;NARVALONTOLOGI-2.0.0.157
målstyrd;abdf182f-ca79-5b13-8fc6-aba1a596dab7;Målstyrd;FORMAGA;428b8df3-3e47-54fe-9cdf-1fe71521609b;False;NARVALONTOLOGI-2.0.0.157
mångsysslare;cbc38da0-df5e-575f-b986-d82f7c843933;Mångsysslare;FORMAGA;4ff68aa9-33b5-568b-a978-170fa675f4ae;False;NARVALONTOLOGI-2.0.0.157
möjliggörarare;aeabd616-db6d-537e-b406-7a53f23be04b;Möjliggörarare;FORMAGA;bc6425f8-60f3-59e7-a3ed-39643ef695d9;False;NARVALONTOLOGI-2.0.0.157
möjlighetsfokuserad;ffa26928-afb3-5870-a319-a2b1073d881a;Möjlighetsorienterad;FORMAGA;0ae788c2-d55f-57f0-b79c-7bf7b75b6bda;False;NARVALONTOLOGI-2.0.0.157
möjlighetsinriktad;ffa26928-afb3-5870-a319-a2b1073d881a;Möjlighetsorienterad;FORMAGA;ba36ea65-6b05-5786-b507-23ad77bedf73;False;NARVALONTOLOGI-2.0.0.157
möjlighetsorienterad;ffa26928-afb3-5870-a319-a2b1073d881a;Möjlighetsorienterad;FORMAGA;6a614818-b74d-5c0d-a07d-39770cd4fab5;False;NARVALONTOLOGI-2.0.0.157
möjlighetssökande;182423be-f18e-53e4-8524-6517a1c68cd9;Möjlighetssökande;FORMAGA;448c7e95-faee-570c-a0c3-9df13454adc7;False;NARVALONTOLOGI-2.0.0.157
naturlig nätverkare;bda4732b-e1d1-5989-bc18-9984e0b92c41;Naturlig nätverkare;FORMAGA;010006dd-30d1-55c7-a64d-d625814a7881;False;NARVALONTOLOGI-2.0.0.157
noggrann;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;4a510449-2bef-5e1c-8a9b-f3919d01cbec;False;NARVALONTOLOGI-2.0.0.157
noggrannhet;0311957f-56c2-5009-abd4-8800621b854c;Noggrann;FORMAGA;6eaf7bba-0a46-5352-bfee-1568365562ee;False;NARVALONTOLOGI-2.0.0.157
non judgemental;ef2f920e-9cad-5040-997a-48d79ff17e63;Non judgemental;FORMAGA;b73583a7-a23a-53b0-b64b-6c44bd9b9e1a;False;NARVALONTOLOGI-2.0.0.157
nyfiken;ea56f629-6eca-581b-948f-7f7fe38e2e4c;Nyfikenhet;FORMAGA;5e264b57-a03e-5979-afff-d188a08d8750;False;NARVALONTOLOGI-2.0.0.157
nyfikenhet;ea56f629-6eca-581b-948f-7f7fe38e2e4c;Nyfikenhet;FORMAGA;42049390-abf3-54d3-bd56-3a126c1fb735;False;NARVALONTOLOGI-2.0.0.157
nytänkande;077a3702-84d8-5753-a7b7-f675d206aadc;Nytänkande;FORMAGA;94d063be-566c-5300-8965-7d99bf139afd;False;NARVALONTOLOGI-2.0.0.157
objektiv;ad0f1a2f-e4ce-56aa-8843-8a678561e8ae;Objektiv;FORMAGA;f50ca601-0ee1-5e7a-97fd-ff752b62fdfa;False;NARVALONTOLOGI-2.0.0.157
oblyg;f44cd176-67a0-54a9-9786-bb0da6dfb312;Oblyg;FORMAGA;20e9d7b6-489b-574f-a384-49bfd310cb18;False;NARVALONTOLOGI-2.0.0.157
obotlig optimist;52ba5657-4314-52cf-bb8d-469df9f510be;Obotlig optimist;FORMAGA;a10bbb53-52f3-53c7-abe0-0e1bf44ac48f;False;NARVALONTOLOGI-2.0.0.157
observant;07abe900-0064-56c9-9c21-bf9e29e15754;Observant;FORMAGA;35012cef-4197-578a-aa31-5245a9e3a557;False;NARVALONTOLOGI-2.0.0.157
observationsförmåga;33e1f110-2355-51d4-884b-e0c87a6bdcaf;Observationsförmåga;FORMAGA;5af43498-3096-5fd3-8dda-4e4645c9f437;False;NARVALONTOLOGI-2.0.0.157
obyråkratisk;9de0a55f-dd42-52ca-a273-f316a4daba49;Obyråkratisk;FORMAGA;ca969408-5dbf-58b2-bb88-d3d73d1001a7;False;NARVALONTOLOGI-2.0.0.157
offensiv;4eb890a1-e880-52b0-a5f7-085fe1e6281e;Offensiv;FORMAGA;4a9cacec-3699-53f4-9505-e099ca2b706e;False;NARVALONTOLOGI-2.0.0.157
oformell;5dec23e8-5916-585b-b575-1f21a11fc4cf;Oformell;FORMAGA;1ff691aa-3696-56dd-9461-7f50220ef3fd;False;NARVALONTOLOGI-2.0.0.157
okomplicerad;01cf5117-ec7d-55ce-a2b1-098665fe9740;Okomplicerad;FORMAGA;4c07e278-e0a8-5f7f-a3e7-2559dfacd15f;False;NARVALONTOLOGI-2.0.0.157
okuvlig;fb9ce111-7474-567d-9c0e-d182e47f3559;Okuvlig;FORMAGA;455d6af6-a42c-5318-87e2-f6c98114683a;False;NARVALONTOLOGI-2.0.0.157
omsorgsfull;bff6dff7-9e41-5ede-9901-ee97ef466a92;Omsorgsfull;FORMAGA;802f22e6-3fd0-5f80-96ae-08d8c353e5f9;False;NARVALONTOLOGI-2.0.0.157
omtänksam;2e940c9a-c072-5bd1-ad93-eb5089ba7580;Omtänksam;FORMAGA;17ee168b-5577-5f88-9303-f32ccc5f77ed;False;NARVALONTOLOGI-2.0.0.157
omvärldsbevakande;279f42ad-4771-5929-9a54-546395854d6c;Omvärldsbevakande;FORMAGA;dbfebd37-f390-5760-bc67-993c007d9cfa;False;NARVALONTOLOGI-2.0.0.157
omvärldsintresserad;eb367d2b-f2c7-50dd-a2e2-d3c3914efa97;Omvärldsorienterad;FORMAGA;36852489-f650-5240-a77d-cc91c4884cd8;False;NARVALONTOLOGI-2.0.0.157
omvärldsmedveten;eb367d2b-f2c7-50dd-a2e2-d3c3914efa97;Omvärldsorienterad;FORMAGA;76bf78ec-be68-57b0-a0cc-405436fdcb1b;False;NARVALONTOLOGI-2.0.0.157
omvärldsorienterad;eb367d2b-f2c7-50dd-a2e2-d3c3914efa97;Omvärldsorienterad;FORMAGA;3f6f7888-0ef0-537a-863d-ff93a9ea4f0e;False;NARVALONTOLOGI-2.0.0.157
open minded;0983703f-0b93-599f-ba11-6d9a9de048c6;Open minded;FORMAGA;dfec8e12-352a-5ea1-b33e-7d69c8f7cce0;False;NARVALONTOLOGI-2.0.0.157
openminded;0983703f-0b93-599f-ba11-6d9a9de048c6;Open minded;FORMAGA;68359f69-b2ea-5791-9116-b3e80832f346;False;NARVALONTOLOGI-2.0.0.157
operativ;53c6e80c-0e9f-57b7-9df2-d60c4b6b6ba3;Operativ;FORMAGA;77588ba5-a930-5538-b93d-da7d12c1ef52;False;NARVALONTOLOGI-2.0.0.157
opretentiös;8557724f-e134-5c01-a77c-b5a22b7e8dc7;Opretentiös;FORMAGA;8bc7c63d-f535-5158-8d14-28878b300ffe;False;NARVALONTOLOGI-2.0.0.157
optimist;8c2674f4-92be-5146-ac68-688fea2a6601;Optimist;FORMAGA;b730ef4e-c8e2-56f4-9087-bcf63060ac06;False;NARVALONTOLOGI-2.0.0.157
ordningsam;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;91d4aaa9-82e0-517d-b16c-304409c52787;False;NARVALONTOLOGI-2.0.0.157
ordningsamhet;923d724b-d9a1-5d4b-aaa6-843ccb5af57d;Ordningsam;FORMAGA;4e2adb46-3ad3-5e10-abda-bed03a011974;False;NARVALONTOLOGI-2.0.0.157
ordningsfull;a7cb8c10-33e9-5925-a667-555a500cb60c;Ordningsförmåga;FORMAGA;0efe8665-5e71-5aaf-ac2c-bb18f8810e4c;False;NARVALONTOLOGI-2.0.0.157
ordningsförmåga;a7cb8c10-33e9-5925-a667-555a500cb60c;Ordningsförmåga;FORMAGA;c21f3de3-d2c5-5932-978e-0f5232c699a4;False;NARVALONTOLOGI-2.0.0.157
ordningskänsla;ae2a768f-2442-581d-84fa-083fa511d090;Ordningskänsla;FORMAGA;0952113a-4c59-50b9-812d-6da63ad049f1;False;NARVALONTOLOGI-2.0.0.157
ordningsmänniska;c57367c6-24cf-5ffc-b00a-d62b1ad0e8f5;Ordningsmänniska;FORMAGA;087e0d16-9c08-531c-97be-7f8d864a9b0e;False;NARVALONTOLOGI-2.0.0.157
ordningssinne;f291a895-514f-5ef5-bf30-68c51e560c92;Ordningssinne;FORMAGA;d35be26e-b933-5758-9fab-06e604129d67;False;NARVALONTOLOGI-2.0.0.157
organisationsförmåga;c13e39dc-40a5-5695-ad65-725ccc9f1cf8;Organisationsförmåga;FORMAGA;71923d6d-52aa-5b22-a665-c475f5609f10;False;NARVALONTOLOGI-2.0.0.157
organisationssinne;2aa44bbc-8762-576c-95f1-a603e8bcbd8d;Organisationssinne;FORMAGA;b0562612-daf8-549d-8a8f-1d38686a2799;False;NARVALONTOLOGI-2.0.0.157
organisatorisk;aa310607-febe-5045-a580-ab36eb1f52a0;Organisatorisk;FORMAGA;352982d2-9bcc-5b8d-ab5e-d1a3c27c1095;False;NARVALONTOLOGI-2.0.0.157
organisatorisk förmåga;aa310607-febe-5045-a580-ab36eb1f52a0;Organisatorisk;FORMAGA;7207550a-ad7a-507f-9b32-969d72adecfd;False;NARVALONTOLOGI-2.0.0.157
organisatör;45d04403-425b-577b-939f-febf3cfbeab0;Organisatör;FORMAGA;492dd52b-309b-5199-9df1-e7d33d04bbd9;False;NARVALONTOLOGI-2.0.0.157
organiseringsförmåga;b535bca8-16ec-51d4-8675-f40c21b439e3;Organiseringsförmåga;FORMAGA;aa216edf-bfbb-5fc5-a7ac-bec6a10fd8b8;False;NARVALONTOLOGI-2.0.0.157
orädd;46dffe80-ca5a-5078-a715-cb036bbd30e0;Orädd;FORMAGA;51839633-b86b-5e56-acfe-043d2f8e22c6;False;NARVALONTOLOGI-2.0.0.157
osjälvisk;1ba28566-4724-5749-be5c-9520418dda77;Osjälvisk;FORMAGA;b7acee7d-a4e7-5e90-a07a-cff63cd9130b;False;NARVALONTOLOGI-2.0.0.157
ostressad;08caf1e0-761c-5c01-939e-3c3a724bb657;Ostressad;FORMAGA;591a0eb3-d315-5c04-8535-762346ec776b;False;NARVALONTOLOGI-2.0.0.157
otvungen;7e1dc0b2-7aba-5570-afdc-69542cc1d5ba;Otvungen;FORMAGA;d154b5df-7fda-52ce-a541-1f0865245c0d;False;NARVALONTOLOGI-2.0.0.157
outgoing;dde19028-e7ce-5d73-a633-896e3fb33938;Outgoing;FORMAGA;04d1c3c7-e48c-5efd-9b9b-4bc23edb89b1;False;NARVALONTOLOGI-2.0.0.157
outspoken;84ff61f3-9ac0-5791-bcd8-832d5a596e10;Outspoken;FORMAGA;4e37fdb7-badf-56e3-a70d-52eb4a010f17;False;NARVALONTOLOGI-2.0.0.157
passionerad;a4ce1a87-6d8d-5fb7-9649-47a216d2da1a;Passionerad;FORMAGA;27ca79f3-1f21-54d4-920a-2fd786a47b31;False;NARVALONTOLOGI-2.0.0.157
pedagogisk;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;4edafc2a-632b-51a0-a468-2f02cd617a32;False;NARVALONTOLOGI-2.0.0.157
pedagogisk förmåga;1c06661f-70b6-5a84-9097-f8e9dda42b5f;Pedagogisk;FORMAGA;55b063a2-764f-5f5a-8321-3670731949ee;False;NARVALONTOLOGI-2.0.0.157
pedantisk;b5ede9f4-c90c-5efb-b069-037b0831b2a9;Pedantisk;FORMAGA;5e74f7e4-22ac-561c-beb6-2718c5c54d2e;False;NARVALONTOLOGI-2.0.0.157
perceptiv;f976626e-8549-5346-b147-7ff81c2dd4ef;Perceptiv;FORMAGA;35639190-f7a2-5a90-b2d2-583ef477da23;False;NARVALONTOLOGI-2.0.0.157
